t_ms,s1,s2,s1_norm,s2_norm,thr1,thr2,line1,line2
1902940,4095,4095,0.0,0.0,412.5,409.0,1,1
1903040,4095,4095,0.0,0.0,412.5,409.0,1,1
1903140,4095,4095,0.0,0.0,412.5,409.0,1,1
1903240,4095,4095,0.0,0.0,412.5,409.0,1,1
1903340,4095,4063,0.0,0.0,412.5,409.0,1,1
1903440,4095,4095,0.0,0.0,412.5,409.0,1,1
1903540,4095,4095,0.0,0.0,412.5,409.0,1,1
1903640,4095,4095,0.0,0.0,412.5,409.0,1,1
1903740,4095,4095,0.0,0.0,412.5,409.0,1,1
1903840,4095,4095,0.0,0.0,412.5,409.0,1,1
1903940,4095,4095,0.0,0.0,412.5,409.0,1,1
1904040,4095,4095,0.0,0.0,412.5,409.0,1,1
1904140,4095,4095,0.0,0.0,412.5,409.0,1,1
1904240,4095,4095,0.0,0.0,412.5,409.0,1,1
1904340,4095,4074,0.0,0.0,412.5,409.0,1,1
1904440,4095,4095,0.0,0.0,412.5,409.0,1,1
1904540,4095,4095,0.0,0.0,412.5,409.0,1,1
1904640,4095,4095,0.0,0.0,412.5,409.0,1,1
1904740,4095,4095,0.0,0.0,412.5,409.0,1,1
1904840,4095,4095,0.0,0.0,412.5,409.0,1,1
1904940,4095,4095,0.0,0.0,412.5,409.0,1,1
1905040,4095,4095,0.0,0.0,412.5,409.0,1,1
1905140,4095,4095,0.0,0.0,412.5,409.0,1,1
1905240,4095,4095,0.0,0.0,412.5,409.0,1,1
1905340,4095,4095,0.0,0.0,412.5,409.0,1,1
1905440,4095,4095,0.0,0.0,412.5,409.0,1,1
1905540,4095,4095,0.0,0.0,412.5,409.0,1,1
1905640,4048,4095,0.0,0.0,412.5,409.0,1,1
1905740,4095,4095,0.0,0.0,412.5,409.0,1,1
1905840,4095,4095,0.0,0.0,412.5,409.0,1,1
1905940,4095,4035,0.0,0.0,412.5,409.0,1,1
1906040,4095,4095,0.0,0.0,412.5,409.0,1,1
1906140,4095,4085,0.0,0.0,412.5,409.0,1,1
1906240,4095,4095,0.0,0.0,412.5,409.0,1,1
1906340,4095,4033,0.0,0.0,412.5,409.0,1,1
1906440,4095,4095,0.0,0.0,412.5,409.0,1,1
1906540,4095,4095,0.0,0.0,412.5,409.0,1,1
1906640,4095,4021,0.0,0.0,412.5,409.0,1,1
1906740,3055,3254,0.0,0.0,412.5,409.0,1,1
1906840,122,90,0.8521,0.8919,412.5,409.0,0,0
1906940,79,80,0.9042,0.9042,412.5,409.0,0,0
1907040,30,41,0.9636,0.9521,412.5,409.0,0,0
1907140,22,30,0.9733,0.9656,412.5,409.0,0,0
1907240,18,0,0.9782,1.0,412.5,409.0,0,0
1907340,27,16,0.9673,0.9828,412.5,409.0,0,0
1907440,34,0,0.9588,1.0,412.5,409.0,0,0
1907540,34,2,0.9588,1.0,412.5,409.0,0,0
1907640,34,11,0.9588,0.9889,412.5,409.0,0,0
1907740,24,34,0.9709,0.9607,412.5,409.0,0,0
1907840,74,0,0.9103,1.0,412.5,409.0,0,0
1907940,54,4,0.9345,0.9975,412.5,409.0,0,0
1908040,62,0,0.9248,1.0,412.5,409.0,0,0
1908140,0,0,1.0,1.0,412.5,409.0,0,0
1908240,14,26,0.983,0.9705,412.5,409.0,0,0
1908340,34,27,0.9588,0.9693,412.5,409.0,0,0
1908440,3817,3763,0.0,0.0,412.5,409.0,1,1
1908540,4095,4095,0.0,0.0,412.5,409.0,1,1
1908640,4095,4095,0.0,0.0,412.5,409.0,1,1
1908740,4095,4095,0.0,0.0,412.5,409.0,1,1
1908840,4095,4077,0.0,0.0,412.5,409.0,1,1
1908940,4095,4095,0.0,0.0,412.5,409.0,1,1
1909040,4095,4095,0.0,0.0,412.5,409.0,1,1
1909140,4095,4069,0.0,0.0,412.5,409.0,1,1
1909240,4095,4048,0.0,0.0,412.5,409.0,1,1
1909340,4041,4092,0.0,0.0,412.5,409.0,1,1
1909440,2628,2478,0.0,0.0,412.5,409.0,1,1
1909540,63,51,0.9236,0.9398,412.5,409.0,0,0
1909640,27,15,0.9673,0.984,412.5,409.0,0,0
1909740,0,25,1.0,0.9717,412.5,409.0,0,0
1909840,27,35,0.9673,0.9595,412.5,409.0,0,0
1909940,27,16,0.9673,0.9828,412.5,409.0,0,0
1910040,26,5,0.9685,0.9963,412.5,409.0,0,0
1910140,41,38,0.9503,0.9558,412.5,409.0,0,0
1910240,44,4,0.9467,0.9975,412.5,409.0,0,0
1910340,49,0,0.9406,1.0,412.5,409.0,0,0
1910440,27,2,0.9673,1.0,412.5,409.0,0,0
1910540,37,19,0.9552,0.9791,412.5,409.0,0,0
1910640,80,32,0.903,0.9631,412.5,409.0,0,0
1910740,46,43,0.9442,0.9496,412.5,409.0,0,0
1910840,64,40,0.9224,0.9533,412.5,409.0,0,0
1910940,54,34,0.9345,0.9607,412.5,409.0,0,0
1911040,64,27,0.9224,0.9693,412.5,409.0,0,0
1911140,72,42,0.9127,0.9509,412.5,409.0,0,0
1911240,55,14,0.9333,0.9853,412.5,409.0,0,0
1911340,0,24,1.0,0.973,412.5,409.0,0,0
1911440,0,0,1.0,1.0,412.5,409.0,0,0
1911540,8,22,0.9903,0.9754,412.5,409.0,0,0
1911640,15,14,0.9818,0.9853,412.5,409.0,0,0
1911740,16,0,0.9806,1.0,412.5,409.0,0,0
1911840,0,0,1.0,1.0,412.5,409.0,0,0
1911940,10,8,0.9879,0.9926,412.5,409.0,0,0
1912040,28,0,0.9661,1.0,412.5,409.0,0,0
1912140,0,14,1.0,0.9853,412.5,409.0,0,0
1912240,0,34,1.0,0.9607,412.5,409.0,0,0
1912340,0,16,1.0,0.9828,412.5,409.0,0,0
1912440,26,0,0.9685,1.0,412.5,409.0,0,0
1912540,50,48,0.9394,0.9435,412.5,409.0,0,0
1912640,27,0,0.9673,1.0,412.5,409.0,0,0
1912740,46,0,0.9442,1.0,412.5,409.0,0,0
1912840,3,32,0.9964,0.9631,412.5,409.0,0,0
1912940,0,0,1.0,1.0,412.5,409.0,0,0
1913040,2,10,0.9976,0.9902,412.5,409.0,0,0
1913140,48,26,0.9418,0.9705,412.5,409.0,0,0
1913240,8,38,0.9903,0.9558,412.5,409.0,0,0
1913340,11,0,0.9867,1.0,412.5,409.0,0,0
1913440,0,19,1.0,0.9791,412.5,409.0,0,0
1913540,32,14,0.9612,0.9853,412.5,409.0,0,0
1913640,64,0,0.9224,1.0,412.5,409.0,0,0
1913740,38,15,0.9539,0.984,412.5,409.0,0,0
1913840,0,0,1.0,1.0,412.5,409.0,0,0
1913940,64,47,0.9224,0.9447,412.5,409.0,0,0
1914040,18,25,0.9782,0.9717,412.5,409.0,0,0
1914140,26,27,0.9685,0.9693,412.5,409.0,0,0
1914240,24,26,0.9709,0.9705,412.5,409.0,0,0
1914340,3,15,0.9964,0.984,412.5,409.0,0,0
1914440,20,0,0.9758,1.0,412.5,409.0,0,0
1914540,23,0,0.9721,1.0,412.5,409.0,0,0
1914640,16,16,0.9806,0.9828,412.5,409.0,0,0
1914740,24,0,0.9709,1.0,412.5,409.0,0,0
1914840,11,0,0.9867,1.0,412.5,409.0,0,0
1914940,14,0,0.983,1.0,412.5,409.0,0,0
1915040,34,14,0.9588,0.9853,412.5,409.0,0,0
1915140,26,3,0.9685,0.9988,412.5,409.0,0,0
1915240,10,2,0.9879,1.0,412.5,409.0,0,0
1915340,0,0,1.0,1.0,412.5,409.0,0,0
1915440,18,14,0.9782,0.9853,412.5,409.0,0,0
1915540,0,0,1.0,1.0,412.5,409.0,0,0
1915640,46,71,0.9442,0.9152,412.5,409.0,0,0
1915740,23,0,0.9721,1.0,412.5,409.0,0,0
1915840,2,10,0.9976,0.9902,412.5,409.0,0,0
1915940,18,16,0.9782,0.9828,412.5,409.0,0,0
1916040,32,14,0.9612,0.9853,412.5,409.0,0,0
1916140,18,18,0.9782,0.9803,412.5,409.0,0,0
1916240,48,8,0.9418,0.9926,412.5,409.0,0,0
1916340,0,0,1.0,1.0,412.5,409.0,0,0
1916440,64,2,0.9224,1.0,412.5,409.0,0,0
1916540,3707,3600,0.0,0.0,412.5,409.0,1,1
1916640,4095,4081,0.0,0.0,412.5,409.0,1,1
1916740,4081,4059,0.0,0.0,412.5,409.0,1,1
1916840,4095,4095,0.0,0.0,412.5,409.0,1,1
1916940,4095,4095,0.0,0.0,412.5,409.0,1,1
1917040,4085,4071,0.0,0.0,412.5,409.0,1,1
1917140,4095,4057,0.0,0.0,412.5,409.0,1,1
1917240,4095,4037,0.0,0.0,412.5,409.0,1,1
1917340,3951,3815,0.0,0.0,412.5,409.0,1,1
1917440,2206,1936,0.0,0.0,412.5,409.0,1,1
1917540,42,50,0.9491,0.941,412.5,409.0,0,0
1917640,56,49,0.9321,0.9423,412.5,409.0,0,0
1917740,58,26,0.9297,0.9705,412.5,409.0,0,0
1917840,34,14,0.9588,0.9853,412.5,409.0,0,0
1917940,0,0,1.0,1.0,412.5,409.0,0,0
1918040,48,16,0.9418,0.9828,412.5,409.0,0,0
1918140,18,0,0.9782,1.0,412.5,409.0,0,0
1918240,16,14,0.9806,0.9853,412.5,409.0,0,0
1918340,39,0,0.9527,1.0,412.5,409.0,0,0
1918440,24,32,0.9709,0.9631,412.5,409.0,0,0
1918540,16,16,0.9806,0.9828,412.5,409.0,0,0
1918640,16,14,0.9806,0.9853,412.5,409.0,0,0
1918740,34,11,0.9588,0.9889,412.5,409.0,0,0
1918840,10,11,0.9879,0.9889,412.5,409.0,0,0
1918940,22,25,0.9733,0.9717,412.5,409.0,0,0
1919040,16,18,0.9806,0.9803,412.5,409.0,0,0
1919140,15,0,0.9818,1.0,412.5,409.0,0,0
1919240,17,8,0.9794,0.9926,412.5,409.0,0,0
1919340,16,16,0.9806,0.9828,412.5,409.0,0,0
1919440,26,2,0.9685,1.0,412.5,409.0,0,0
1919540,10,19,0.9879,0.9791,412.5,409.0,0,0
1919640,38,27,0.9539,0.9693,412.5,409.0,0,0
1919740,39,0,0.9527,1.0,412.5,409.0,0,0
1919840,0,15,1.0,0.984,412.5,409.0,0,0
1919940,16,18,0.9806,0.9803,412.5,409.0,0,0
1920040,0,14,1.0,0.9853,412.5,409.0,0,0
1920140,12,20,0.9855,0.9779,412.5,409.0,0,0
1920240,0,25,1.0,0.9717,412.5,409.0,0,0
1920340,13,2,0.9842,1.0,412.5,409.0,0,0
1920440,18,1,0.9782,1.0,412.5,409.0,0,0
1920540,42,32,0.9491,0.9631,412.5,409.0,0,0
1920640,47,43,0.943,0.9496,412.5,409.0,0,0
1920740,14,15,0.983,0.984,412.5,409.0,0,0
1920840,40,64,0.9515,0.9238,412.5,409.0,0,0
1920940,60,8,0.9273,0.9926,412.5,409.0,0,0
1921040,43,19,0.9479,0.9791,412.5,409.0,0,0
1921140,0,12,1.0,0.9877,412.5,409.0,0,0
1921240,0,2,1.0,1.0,412.5,409.0,0,0
1921340,42,26,0.9491,0.9705,412.5,409.0,0,0
1921440,80,38,0.903,0.9558,412.5,409.0,0,0
1921540,17,15,0.9794,0.984,412.5,409.0,0,0
1921640,0,6,1.0,0.9951,412.5,409.0,0,0
1921740,2,26,0.9976,0.9705,412.5,409.0,0,0
1921840,62,0,0.9248,1.0,412.5,409.0,0,0
1921940,18,19,0.9782,0.9791,412.5,409.0,0,0
1922040,6,27,0.9927,0.9693,412.5,409.0,0,0
1922140,15,0,0.9818,1.0,412.5,409.0,0,0
1922240,48,0,0.9418,1.0,412.5,409.0,0,0
1922340,16,18,0.9806,0.9803,412.5,409.0,0,0
1922440,15,32,0.9818,0.9631,412.5,409.0,0,0
1922540,23,19,0.9721,0.9791,412.5,409.0,0,0
1922640,45,2,0.9455,1.0,412.5,409.0,0,0
1922740,32,4,0.9612,0.9975,412.5,409.0,0,0
1922840,37,0,0.9552,1.0,412.5,409.0,0,0
1922940,0,34,1.0,0.9607,412.5,409.0,0,0
1923040,12,16,0.9855,0.9828,412.5,409.0,0,0
1923140,12,19,0.9855,0.9791,412.5,409.0,0,0
1923240,23,7,0.9721,0.9939,412.5,409.0,0,0
1923340,0,0,1.0,1.0,412.5,409.0,0,0
1923440,60,32,0.9273,0.9631,412.5,409.0,0,0
1923540,0,0,1.0,1.0,412.5,409.0,0,0
1923640,16,4,0.9806,0.9975,412.5,409.0,0,0
1923740,0,16,1.0,0.9828,412.5,409.0,0,0
1923840,27,0,0.9673,1.0,412.5,409.0,0,0
1923940,3821,3813,0.0,0.0,412.5,409.0,1,1
1924040,4095,4095,0.0,0.0,412.5,409.0,1,1
1924140,4095,4087,0.0,0.0,412.5,409.0,1,1
1924240,4095,4095,0.0,0.0,412.5,409.0,1,1
1924340,4095,4095,0.0,0.0,412.5,409.0,1,1
1924440,4095,4095,0.0,0.0,412.5,409.0,1,1
1924540,4095,4095,0.0,0.0,412.5,409.0,1,1
1924640,4095,4065,0.0,0.0,412.5,409.0,1,1
1924740,4095,4095,0.0,0.0,412.5,409.0,1,1
1924840,4095,4095,0.0,0.0,412.5,409.0,1,1
1924940,4095,4095,0.0,0.0,412.5,409.0,1,1
1925040,4095,4095,0.0,0.0,412.5,409.0,1,1
1925140,4095,4063,0.0,0.0,412.5,409.0,1,1
1925240,4095,4095,0.0,0.0,412.5,409.0,1,1
1925340,4027,4095,0.0,0.0,412.5,409.0,1,1
1925440,3883,3790,0.0,0.0,412.5,409.0,1,1
1925540,16,0,0.9806,1.0,412.5,409.0,0,0
1925640,35,0,0.9576,1.0,412.5,409.0,0,0
1925740,0,3,1.0,0.9988,412.5,409.0,0,0
1925840,42,0,0.9491,1.0,412.5,409.0,0,0
1925940,4095,4069,0.0,0.0,412.5,409.0,1,1
1926040,4095,4095,0.0,0.0,412.5,409.0,1,1
1926140,4095,4095,0.0,0.0,412.5,409.0,1,1
1926240,4095,4095,0.0,0.0,412.5,409.0,1,1
1926340,4095,4085,0.0,0.0,412.5,409.0,1,1
1926440,2955,2699,0.0,0.0,412.5,409.0,1,1
1926540,35,9,0.9576,0.9914,412.5,409.0,0,0
1926640,3,0,0.9964,1.0,412.5,409.0,0,0
1926740,35,0,0.9576,1.0,412.5,409.0,0,0
1926840,32,2,0.9612,1.0,412.5,409.0,0,0
1926940,4095,4095,0.0,0.0,412.5,409.0,1,1
1927040,4095,4095,0.0,0.0,412.5,409.0,1,1
1927140,4095,4095,0.0,0.0,412.5,409.0,1,1
1927240,4095,4095,0.0,0.0,412.5,409.0,1,1
1927340,4095,4095,0.0,0.0,412.5,409.0,1,1
1927440,3997,3910,0.0,0.0,412.5,409.0,1,1
1927540,43,42,0.9479,0.9509,412.5,409.0,0,0
1927640,80,64,0.903,0.9238,412.5,409.0,0,0
1927740,64,0,0.9224,1.0,412.5,409.0,0,0
1927840,77,34,0.9067,0.9607,412.5,409.0,0,0
1927940,66,51,0.92,0.9398,412.5,409.0,0,0
1928040,4095,4095,0.0,0.0,412.5,409.0,1,1
1928140,4095,4095,0.0,0.0,412.5,409.0,1,1
1928240,4095,4086,0.0,0.0,412.5,409.0,1,1
1928340,4095,4095,0.0,0.0,412.5,409.0,1,1
1928440,4095,4086,0.0,0.0,412.5,409.0,1,1
1928540,4095,4095,0.0,0.0,412.5,409.0,1,1
1928640,4095,4095,0.0,0.0,412.5,409.0,1,1
1928740,4095,4095,0.0,0.0,412.5,409.0,1,1
1928840,4095,4095,0.0,0.0,412.5,409.0,1,1
1928940,4095,4095,0.0,0.0,412.5,409.0,1,1
1929040,4095,4095,0.0,0.0,412.5,409.0,1,1
1929140,4095,4064,0.0,0.0,412.5,409.0,1,1
1929240,4095,4095,0.0,0.0,412.5,409.0,1,1
1929340,4095,4071,0.0,0.0,412.5,409.0,1,1
1929440,4095,4063,0.0,0.0,412.5,409.0,1,1
1929540,4095,4095,0.0,0.0,412.5,409.0,1,1
1929640,4095,4095,0.0,0.0,412.5,409.0,1,1
1929740,4095,4095,0.0,0.0,412.5,409.0,1,1
1929840,4067,4095,0.0,0.0,412.5,409.0,1,1
1929940,4095,4053,0.0,0.0,412.5,409.0,1,1
1930040,4095,4095,0.0,0.0,412.5,409.0,1,1
1930140,4095,4059,0.0,0.0,412.5,409.0,1,1
1930240,4095,4095,0.0,0.0,412.5,409.0,1,1
1930340,4095,4087,0.0,0.0,412.5,409.0,1,1
1930440,4095,4095,0.0,0.0,412.5,409.0,1,1
1930540,4095,4032,0.0,0.0,412.5,409.0,1,1
1930640,4095,4095,0.0,0.0,412.5,409.0,1,1
1930740,4095,3999,0.0,0.0,412.5,409.0,1,1
1930840,4095,4095,0.0,0.0,412.5,409.0,1,1
1930940,4095,4087,0.0,0.0,412.5,409.0,1,1
1931040,4095,3968,0.0,0.0,412.5,409.0,1,1
1931140,4095,4095,0.0,0.0,412.5,409.0,1,1
1931240,4095,4095,0.0,0.0,412.5,409.0,1,1
1931340,4095,4095,0.0,0.0,412.5,409.0,1,1
1931440,4095,4084,0.0,0.0,412.5,409.0,1,1
1931540,4095,4050,0.0,0.0,412.5,409.0,1,1
1931640,4095,4095,0.0,0.0,412.5,409.0,1,1
1931740,4095,4095,0.0,0.0,412.5,409.0,1,1
1931840,4095,4095,0.0,0.0,412.5,409.0,1,1
1931940,4095,4095,0.0,0.0,412.5,409.0,1,1
1932040,4095,4066,0.0,0.0,412.5,409.0,1,1
1932140,4095,4073,0.0,0.0,412.5,409.0,1,1
1932240,4095,4095,0.0,0.0,412.5,409.0,1,1
1932340,4095,4095,0.0,0.0,412.5,409.0,1,1
1932440,4095,4094,0.0,0.0,412.5,409.0,1,1
1932540,4095,4095,0.0,0.0,412.5,409.0,1,1
1932640,4095,4095,0.0,0.0,412.5,409.0,1,1
1932740,4095,4095,0.0,0.0,412.5,409.0,1,1
1932840,4095,4095,0.0,0.0,412.5,409.0,1,1
1932940,4095,4046,0.0,0.0,412.5,409.0,1,1
1933040,4095,4095,0.0,0.0,412.5,409.0,1,1
1933140,4095,4035,0.0,0.0,412.5,409.0,1,1
1933240,4095,4091,0.0,0.0,412.5,409.0,1,1
1933340,4095,4086,0.0,0.0,412.5,409.0,1,1
1933440,4095,4095,0.0,0.0,412.5,409.0,1,1
1933540,4095,4083,0.0,0.0,412.5,409.0,1,1
1933640,4095,4095,0.0,0.0,412.5,409.0,1,1
1933740,4095,4095,0.0,0.0,412.5,409.0,1,1
1933840,4095,4095,0.0,0.0,412.5,409.0,1,1
1933940,4095,4095,0.0,0.0,412.5,409.0,1,1
1934040,4095,4095,0.0,0.0,412.5,409.0,1,1
1934140,4095,4095,0.0,0.0,412.5,409.0,1,1
1934240,4083,4095,0.0,0.0,412.5,409.0,1,1
1934340,4095,4095,0.0,0.0,412.5,409.0,1,1
1934440,4095,4079,0.0,0.0,412.5,409.0,1,1
1934540,4080,4095,0.0,0.0,412.5,409.0,1,1
1934640,4095,4095,0.0,0.0,412.5,409.0,1,1
1934740,4095,4095,0.0,0.0,412.5,409.0,1,1
1934840,4095,4039,0.0,0.0,412.5,409.0,1,1
1934940,4095,4085,0.0,0.0,412.5,409.0,1,1
1935040,4095,4095,0.0,0.0,412.5,409.0,1,1
1935140,4095,4095,0.0,0.0,412.5,409.0,1,1
1935240,4095,4095,0.0,0.0,412.5,409.0,1,1
1935340,4074,4095,0.0,0.0,412.5,409.0,1,1
1935440,4095,4095,0.0,0.0,412.5,409.0,1,1
1935540,4095,4095,0.0,0.0,412.5,409.0,1,1
1935640,4095,4095,0.0,0.0,412.5,409.0,1,1
1935740,4095,4095,0.0,0.0,412.5,409.0,1,1
1935840,4095,4095,0.0,0.0,412.5,409.0,1,1
1935940,4095,4052,0.0,0.0,412.5,409.0,1,1
1936040,4095,4058,0.0,0.0,412.5,409.0,1,1
1936140,4063,4095,0.0,0.0,412.5,409.0,1,1
1936240,4095,4095,0.0,0.0,412.5,409.0,1,1
1936340,4095,4095,0.0,0.0,412.5,409.0,1,1
1936440,4095,4043,0.0,0.0,412.5,409.0,1,1
1936540,4095,4095,0.0,0.0,412.5,409.0,1,1
1936640,4095,4086,0.0,0.0,412.5,409.0,1,1
1936740,4095,4055,0.0,0.0,412.5,409.0,1,1
1936840,4095,4095,0.0,0.0,412.5,409.0,1,1
1936940,4095,4095,0.0,0.0,412.5,409.0,1,1
1937040,4095,4095,0.0,0.0,412.5,409.0,1,1
1937140,4095,4082,0.0,0.0,412.5,409.0,1,1
1937240,4083,4095,0.0,0.0,412.5,409.0,1,1
1937340,4095,4095,0.0,0.0,412.5,409.0,1,1
1937440,4095,4095,0.0,0.0,412.5,409.0,1,1
1937540,4095,4095,0.0,0.0,412.5,409.0,1,1
1937640,4095,4016,0.0,0.0,412.5,409.0,1,1
1937740,4095,4095,0.0,0.0,412.5,409.0,1,1
1937840,4095,4095,0.0,0.0,412.5,409.0,1,1
1937940,4095,4095,0.0,0.0,412.5,409.0,1,1
1938040,4095,4095,0.0,0.0,412.5,409.0,1,1
1938140,4095,4095,0.0,0.0,412.5,409.0,1,1
1938240,4095,4083,0.0,0.0,412.5,409.0,1,1
1938340,4095,3999,0.0,0.0,412.5,409.0,1,1
1938440,4095,4095,0.0,0.0,412.5,409.0,1,1
1938540,4095,4095,0.0,0.0,412.5,409.0,1,1
1938640,4095,4095,0.0,0.0,412.5,409.0,1,1
1938740,4095,4095,0.0,0.0,412.5,409.0,1,1
1938840,4095,4095,0.0,0.0,412.5,409.0,1,1
1938940,4095,4095,0.0,0.0,412.5,409.0,1,1
1939040,4095,4070,0.0,0.0,412.5,409.0,1,1
1939140,4095,4095,0.0,0.0,412.5,409.0,1,1
1939240,4095,4066,0.0,0.0,412.5,409.0,1,1
1939340,4095,4095,0.0,0.0,412.5,409.0,1,1
1939440,4095,4095,0.0,0.0,412.5,409.0,1,1
1939540,4095,4043,0.0,0.0,412.5,409.0,1,1
1939640,4095,4089,0.0,0.0,412.5,409.0,1,1
1939740,4095,4095,0.0,0.0,412.5,409.0,1,1
1939840,4095,4095,0.0,0.0,412.5,409.0,1,1
1939940,4095,4086,0.0,0.0,412.5,409.0,1,1
1940040,4095,4095,0.0,0.0,412.5,409.0,1,1
1940140,4095,4067,0.0,0.0,412.5,409.0,1,1
1940240,4095,4095,0.0,0.0,412.5,409.0,1,1
1940340,4095,4064,0.0,0.0,412.5,409.0,1,1
1940440,4095,4071,0.0,0.0,412.5,409.0,1,1
1940540,4095,4046,0.0,0.0,412.5,409.0,1,1
1940640,4095,4095,0.0,0.0,412.5,409.0,1,1
1940740,4095,4095,0.0,0.0,412.5,409.0,1,1
1940840,4095,4095,0.0,0.0,412.5,409.0,1,1
1940940,4095,4095,0.0,0.0,412.5,409.0,1,1
1941040,4095,4032,0.0,0.0,412.5,409.0,1,1
1941140,4095,4095,0.0,0.0,412.5,409.0,1,1
1941240,4095,4095,0.0,0.0,412.5,409.0,1,1
1941340,4095,4067,0.0,0.0,412.5,409.0,1,1
1941440,4095,4079,0.0,0.0,412.5,409.0,1,1
1941540,4095,4095,0.0,0.0,412.5,409.0,1,1
1941640,4095,4061,0.0,0.0,412.5,409.0,1,1
1941740,4095,4095,0.0,0.0,412.5,409.0,1,1
1941840,4092,4083,0.0,0.0,412.5,409.0,1,1
1941940,4095,4048,0.0,0.0,412.5,409.0,1,1
1942040,4095,4095,0.0,0.0,412.5,409.0,1,1
1942140,4095,4095,0.0,0.0,412.5,409.0,1,1
1942240,4095,4095,0.0,0.0,412.5,409.0,1,1
1942340,4095,4087,0.0,0.0,412.5,409.0,1,1
1942440,4095,4061,0.0,0.0,412.5,409.0,1,1
1942540,4095,4095,0.0,0.0,412.5,409.0,1,1
1942640,4091,4095,0.0,0.0,412.5,409.0,1,1
1942740,4095,4095,0.0,0.0,412.5,409.0,1,1
1942840,4095,4035,0.0,0.0,412.5,409.0,1,1
1942940,4095,4095,0.0,0.0,412.5,409.0,1,1
1943040,4095,4095,0.0,0.0,412.5,409.0,1,1
1943140,4095,4095,0.0,0.0,412.5,409.0,1,1
1943240,4095,4095,0.0,0.0,412.5,409.0,1,1
1943340,4095,4074,0.0,0.0,412.5,409.0,1,1
1943440,4095,4095,0.0,0.0,412.5,409.0,1,1
1943540,4095,4084,0.0,0.0,412.5,409.0,1,1
1943640,4095,4065,0.0,0.0,412.5,409.0,1,1
1943740,4095,4064,0.0,0.0,412.5,409.0,1,1
1943840,4095,4052,0.0,0.0,412.5,409.0,1,1
1943940,4095,4095,0.0,0.0,412.5,409.0,1,1
1944040,4095,4095,0.0,0.0,412.5,409.0,1,1
1944140,4095,4095,0.0,0.0,412.5,409.0,1,1
1944240,4095,4095,0.0,0.0,412.5,409.0,1,1
1944340,4095,4095,0.0,0.0,412.5,409.0,1,1
1944440,4095,4031,0.0,0.0,412.5,409.0,1,1
1944540,4095,4095,0.0,0.0,412.5,409.0,1,1
1944640,4095,4016,0.0,0.0,412.5,409.0,1,1
1944740,4095,4095,0.0,0.0,412.5,409.0,1,1
1944840,4095,4095,0.0,0.0,412.5,409.0,1,1
1944940,4095,4095,0.0,0.0,412.5,409.0,1,1
1945040,4095,4095,0.0,0.0,412.5,409.0,1,1
1945140,4095,4095,0.0,0.0,412.5,409.0,1,1
1945240,4095,4014,0.0,0.0,412.5,409.0,1,1
1945340,4095,4095,0.0,0.0,412.5,409.0,1,1
1945440,4095,4095,0.0,0.0,412.5,409.0,1,1
1945540,4095,4018,0.0,0.0,412.5,409.0,1,1
1945640,4095,4095,0.0,0.0,412.5,409.0,1,1
1945740,4095,4095,0.0,0.0,412.5,409.0,1,1
1945840,4095,4095,0.0,0.0,412.5,409.0,1,1
1945940,4095,4075,0.0,0.0,412.5,409.0,1,1
1946040,4095,4095,0.0,0.0,412.5,409.0,1,1
1946140,4095,4067,0.0,0.0,412.5,409.0,1,1
1946240,4095,4095,0.0,0.0,412.5,409.0,1,1
1946340,4095,4095,0.0,0.0,412.5,409.0,1,1
1946440,4095,4093,0.0,0.0,412.5,409.0,1,1
1946540,4095,4095,0.0,0.0,412.5,409.0,1,1
1946640,4095,4095,0.0,0.0,412.5,409.0,1,1
1946740,4095,4095,0.0,0.0,412.5,409.0,1,1
1946840,4095,4095,0.0,0.0,412.5,409.0,1,1
1946940,4095,4095,0.0,0.0,412.5,409.0,1,1
1947040,4095,4094,0.0,0.0,412.5,409.0,1,1
1947140,4095,4095,0.0,0.0,412.5,409.0,1,1
1947240,4095,4095,0.0,0.0,412.5,409.0,1,1
1947340,4095,4094,0.0,0.0,412.5,409.0,1,1
1947440,4095,4007,0.0,0.0,412.5,409.0,1,1
1947540,4095,4060,0.0,0.0,412.5,409.0,1,1
1947640,4095,4095,0.0,0.0,412.5,409.0,1,1
1947740,4095,4093,0.0,0.0,412.5,409.0,1,1
1947840,4095,4095,0.0,0.0,412.5,409.0,1,1
1947940,4095,4092,0.0,0.0,412.5,409.0,1,1
1948040,4095,4095,0.0,0.0,412.5,409.0,1,1
1948140,4095,4095,0.0,0.0,412.5,409.0,1,1
1948240,4095,4095,0.0,0.0,412.5,409.0,1,1
1948340,4095,4095,0.0,0.0,412.5,409.0,1,1
1948440,4095,4080,0.0,0.0,412.5,409.0,1,1
1948540,4095,4058,0.0,0.0,412.5,409.0,1,1
1948640,4095,4095,0.0,0.0,412.5,409.0,1,1
1948740,4095,4095,0.0,0.0,412.5,409.0,1,1
1948840,4095,4095,0.0,0.0,412.5,409.0,1,1
1948940,4095,4095,0.0,0.0,412.5,409.0,1,1
1949040,4095,4095,0.0,0.0,412.5,409.0,1,1
1949140,4095,4048,0.0,0.0,412.5,409.0,1,1
1949240,4095,4095,0.0,0.0,412.5,409.0,1,1
1949340,4095,4095,0.0,0.0,412.5,409.0,1,1
1949440,4095,4095,0.0,0.0,412.5,409.0,1,1
1949540,4095,4071,0.0,0.0,412.5,409.0,1,1
1949640,4095,4095,0.0,0.0,412.5,409.0,1,1
